id,feature,existing_function,read,write,location,v2,status,required,regression,source
"C01293","UNRESOLVED_CONTROL","renderDetail: '+t+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5252","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""'+(G.detailTab===t?'on':'')+'"" data-tab=""'+esc(t)+'"" onclick=""detailTabFocus(this.dataset.tab,true)"">"
"C01294","UNRESOLVED_CONTROL","renderDetail: '+t+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5252","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""'+(G.actFilter===t?'on':'')+'"" data-type=""'+esc(t)+'"" onclick=""setActivityFilter(this.dataset.type)"">"
"C01295","UNRESOLVED_CONTROL","numLink: '+n+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5378","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""linknum"" onclick=""goOpsIssue(\''+kind+'\',\''+(rep||'전체')+'\','+(stage===undefined?'null':stage)+')"">"
"C01296","UNRESOLVED_CONTROL","metricCard: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5380","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""ops-kpi '+(pend?'pend':(tone||''))+'"" title=""'+esc(pend?'모바일 운영 후 자동 집계됩니다':(help||'문제 현장 바로보기'))+'"" onclick=""goOpsIssue(\''+kind+'\',\''+(targetNameFilter()||'전체')+'\',null)"">"
"C01297","UNRESOLVED_CONTROL","paintMgmt: 95","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5388","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<95?'warn':'good','현장·공사·사업·공종·담당·연락처·단계·다음 행동'),
qItems=[['미배정',S.unassigned.length,'unassigned'],['미응대',S.noResponse.length,'noResponse'],['Next Action 없음',S.nextMissing.length,'nextMissing'],['장기정체',S.stale.length,'stale']],
qHtml=qItems.map(function(x){return '<button onclick=""goOpsIssue(\''+x[2]+'\',\''+(targetNameFilter()||'전체')+'\',null)"">"
"C01298","UNRESOLVED_CONTROL","paintMgmt: '+n+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5391","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button onclick=""goPerfRep(\''+n+'\')"">"
"C01299","UNRESOLVED_CONTROL","paintMgmt: '+n+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5391","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button onclick=""goPerfRep(\''+n+'\')"">"
"C01300","UNRESOLVED_CONTROL","paintMgmt: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5391","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""matrixcell"" onclick=""goOpsIssue(\'all\',\''+n+'\','+i+')"">"
"C01301","UNRESOLVED_CONTROL","perfScoreSub: 100","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5422","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<100?' · 미수집 '+(100-P.available)+'점':'')}
function perfKpiButton(m,group){var pend=m.rate===null||m.rate===undefined,fill=pend?0:Math.max(0,Math.min(100,m.inverse?(m.rate<=m.targetRate?100:m.targetRate/m.rate*100):(m.targetRate?m.rate/m.targetRate*100:m.rate))),score=m.score===null?'미산정':m.score+' / '+m.weight;return '<button class=""perf-kpi"" onclick=""showPerfEvidence(\''+m.kind+'\',\''+m.name+'\')"" title=""'+escAttr(m.help||'근거 목록 보기')+'"">"
"C01302","UNRESOLVED_CONTROL","idx: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5445","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""perf-focus-row"" onclick=""openPerfDrawerDeal('+idx(d)+')"">"
"C01303","UNRESOLVED_CONTROL","idx: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5445","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""perf-focus-row perf-risk-row"" onclick=""openPerfDrawerDeal('+idx(d)+')"">"
"C01304","UNRESOLVED_CONTROL","perfEvidence: div","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5452","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<div class=""stage-list-row v3"" style=""grid-template-columns:minmax(260px,1.8fr) 120px 130px 130px"" onclick=""openPerfInq('+i+')"">"
"C01305","UNRESOLVED_CONTROL","perfEvidence: 0","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5453","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<0}),why=kind==='advanced'?'단계 전진 이력':kind==='perfIncomplete'?'필수 '+perfCrmMissing(d)+'개 누락':labs[0]||'정상';return '<div class=""stage-list-row v3"" style=""grid-template-columns:minmax(240px,1.6fr) 110px 150px 120px 120px"" onclick=""openPerfDeal('+i+')"">"
"C01306","UNRESOLVED_CONTROL","paintPerf: tr","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5456","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<tr onclick=""openPerfDrawer(\''+P.name+'\')"">"
"C01307","UNRESOLVED_CONTROL","paintBrief: '+n+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5459","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button onclick=""goPerfRep(\''+n+'\')"">"
"C01308","UNRESOLVED_CONTROL","briefRows: 0","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5460","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<0});return '<button class=""brief-row"" onclick=""openBriefDeal('+(off+i)+')"">"
"C01309","UNRESOLVED_CONTROL","briefRows: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5461","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button onclick=""goPage(\'perf\')"">"
"C01310","UNRESOLVED_CONTROL","briefRows: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5461","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button onclick=""goOpsIssue(\'all\',\''+(target||'전체')+'\',-1)"">"
"C01311","UNRESOLVED_CONTROL","briefRows: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5461","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button onclick=""G.ctlFilter=\'신규\';goPage(\'inq\')"">"
"C01312","UNRESOLVED_CONTROL","briefRows: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5461","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button onclick=""goOpsIssue(\'all\',\''+(target||'전체')+'\',-1)"">"
"C01313","UNRESOLVED_CONTROL","briefActionRows: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5505","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-action-row hot"" onclick=""openBriefDeal('+idx+')"">"
"C01314","UNRESOLVED_CONTROL","briefActionRows: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5505","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-action-row '+(briefIsRevenueAction(x)?'hot':'')+'"" onclick=""openBriefDeal('+idx+')"">"
"C01315","UNRESOLVED_CONTROL","briefDecisionRows: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5506","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-decision-row"" onclick=""openBriefDeal('+idx+')"">"
"C01316","UNRESOLVED_CONTROL","briefViewButtons: 주간 의사결정판","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5515","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""'+(G.briefView==='week'?'on':'')+'"" onclick=""setBriefView(\'week\')"">"
"C01317","UNRESOLVED_CONTROL","briefViewButtons: 월간 일정","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5515","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""'+(G.briefView==='month'?'on':'')+'"" onclick=""setBriefView(\'month\')"">"
"C01318","UNRESOLVED_CONTROL","briefFilterOptions: select","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5516","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<select onchange=""briefSetRep(this.value)"">"
"C01319","UNRESOLVED_CONTROL","briefFilterOptions: select","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5516","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<select onchange=""briefSetBrand(this.value)"">"
"C01320","UNRESOLVED_CONTROL","briefSignal: 3?'bad':n>1?'mid':'')+'"">'+(n>3?'🔴':n>1?'🟡':'🟢')+' '+n+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5518","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-week-signal '+(n>"
"C01321","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5521","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button onclick=""briefFocusRep(\''+n+'\',\'brief-reps\')"">"
"C01322","UNRESOLVED_CONTROL","paintBriefV2: '+rs.length+'건","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5521","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button onclick=""briefFocusRep(\''+n+'\',\'brief-actions\')"">"
"C01323","UNRESOLVED_CONTROL","paintBriefV2: '+briefSignal(rr.length)+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5521","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<td onclick=""briefFocusRep(\''+n+'\',\'brief-decisions\')"">"
"C01324","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5523","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-stat"" onclick=""briefJump(\'brief-movement\')"">"
"C01325","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5523","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-stat"" onclick=""briefJump(\'brief-actions\')"">"
"C01326","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5523","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-stat"" onclick=""goPage(\'pipe\')"">"
"C01327","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5523","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-stat"" onclick=""goPage(\'pipe\')"">"
"C01328","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5523","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-stat"" onclick=""briefJump(\'brief-actions\')"">"
"C01329","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5523","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-stat danger"" onclick=""briefJump(\'brief-decisions\')"">"
"C01330","UNRESOLVED_CONTROL","paintBriefV2: summary","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5525","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<summary>"
"C01331","UNRESOLVED_CONTROL","paintBriefV2: summary","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5525","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<summary>"
"C01332","UNRESOLVED_CONTROL","paintBriefV2: summary","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5525","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<summary>"
"C01333","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5527","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-exception"" onclick=""briefGoIssue(\'unassigned\')"">"
"C01334","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5527","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-exception"" onclick=""briefGoIssue(\'noResponse\')"">"
"C01335","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5527","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-exception"" onclick=""briefGoIssue(\'nextMissing\')"">"
"C01336","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5527","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-exception"" onclick=""briefGoIssue(\'overdue\')"">"
"C01337","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5527","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-exception"" onclick=""briefGoIssue(\'stale\')"">"
"C01338","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5527","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-exception"" onclick=""briefGoIssue(\'briefNoAmount\')"">"
"C01339","UNRESOLVED_CONTROL","paintBriefV2: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5527","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""brief-exception"" onclick=""briefGoIssue(\'briefSilentHot\')"">"
"C01340","UNRESOLVED_CONTROL","gnKpi: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5545","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""gn-kpi '+(danger?'danger':'')+'"" data-kind=""'+kind+'"" onclick=""gnShow(this.dataset.kind)"">"
"C01341","UNRESOLVED_CONTROL","gnRepRows: tr","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5548","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<tr onclick=""gnShow(\'rep\',\''+jsAttr(r.name)+'\')"">"
"C01342","UNRESOLVED_CONTROL","gnHandoffRows: tr","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5549","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<tr onclick=""gnOpenInquiry('+i+')"">"
"C01343","UNRESOLVED_CONTROL","gnHandoffRows: td","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5549","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<td onclick=""event.stopPropagation()"">"
"C01344","UNRESOLVED_CONTROL","gnHandoffRows: '+(rep?'담당 변경':'실담당 지정')+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5549","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""gn-owner-btn"" onclick=""gnOpenOwner('+i+')"">"
"C01345","UNRESOLVED_CONTROL","paintGyeongnam: 지사 고객 문자발송 →","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5552","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""gn-campaign-btn"" onclick=""campaignOpenGyeongnam()"">"
"C01346","UNRESOLVED_CONTROL","paintGyeongnam: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5556","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""gn-risk critical"" onclick=""gnShow(\'unnamed\')"">"
"C01347","UNRESOLVED_CONTROL","paintGyeongnam: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5556","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""gn-risk critical"" onclick=""gnShow(\'unresponded\')"">"
"C01348","UNRESOLVED_CONTROL","paintGyeongnam: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","local/crm.html:5556","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""gn-risk"" onclick=""gnShow(\'noNext\')"">"
